city,date,kind,thr,unit,observed,implied,mkt,outcome,side,pnl,gross,vol
Paris,2026-07-01,GT,32.0,C,24.4,0.0,0.0045,0.0,NO,-0.0155,0.0045,10024.898959
Wellington,2026-07-01,LT,6.0,C,11.2,0.0028,0.0005,0.0,YES,-0.0205,-0.0005,55582.68514000001
Wellington,2026-07-01,BUCKET,7.0,C,11.2,0.0119,0.0015,0.0,YES,-0.0215,-0.0015,15724.9485
Wellington,2026-07-01,BUCKET,8.0,C,11.2,0.0414,0.0035,0.0,YES,-0.0235,-0.0035,24289.249081
Wellington,2026-07-01,BUCKET,9.0,C,11.2,0.1025,0.0045,0.0,YES,-0.0245,-0.0045,33025.34117099999
Wellington,2026-07-01,BUCKET,10.0,C,11.2,0.1816,0.0485,0.0,YES,-0.0685,-0.0485,32976.330870000005
Wellington,2026-07-01,BUCKET,11.0,C,11.2,0.2298,0.195,0.0,YES,-0.215,-0.195,25662.51477099999
Wellington,2026-07-01,BUCKET,12.0,C,11.2,0.2077,0.645,1.0,NO,-0.375,-0.355,18216.481653
Wellington,2026-07-01,BUCKET,13.0,C,11.2,0.1342,0.125,0.0,YES,-0.145,-0.125,17678.166170000008
Wellington,2026-07-01,BUCKET,14.0,C,11.2,0.0619,0.006,0.0,YES,-0.026,-0.006,10803.822336999998
Wellington,2026-07-01,BUCKET,15.0,C,11.2,0.0204,0.002,0.0,YES,-0.022,-0.002,13316.094546
Wellington,2026-07-01,GT,16.0,C,11.2,0.0057,0.002,0.0,YES,-0.022,-0.002,2537.554859
Los Angeles,2026-07-01,LT,59.0,F,74.7,0.0,0.003,0.0,NO,-0.017,0.003,2053.849832
Los Angeles,2026-07-01,BUCKET,60.0,F,74.7,0.0,0.004,0.0,NO,-0.016,0.004,891.665
Los Angeles,2026-07-01,BUCKET,62.0,F,74.7,0.0,0.0065,0.0,NO,-0.0135,0.0065,2268.032042
Los Angeles,2026-07-01,BUCKET,64.0,F,74.7,0.0003,0.0175,0.0,NO,-0.0025,0.0175,3165.8092950000005
Los Angeles,2026-07-01,BUCKET,66.0,F,74.7,0.0024,0.085,0.0,NO,0.065,0.085,10562.740900000004
Los Angeles,2026-07-01,BUCKET,68.0,F,74.7,0.0121,0.485,0.0,NO,0.465,0.485,23528.039149999993
Los Angeles,2026-07-01,BUCKET,70.0,F,74.7,0.0403,0.325,1.0,NO,-0.695,-0.675,16754.302919000016
Los Angeles,2026-07-01,BUCKET,72.0,F,74.7,0.0882,0.048,0.0,YES,-0.068,-0.048,7334.101689999998
Los Angeles,2026-07-01,BUCKET,74.0,F,74.7,0.1265,0.0125,0.0,YES,-0.0325,-0.0125,7362.917358000002
Los Angeles,2026-07-01,BUCKET,76.0,F,74.7,0.1187,0.0065,0.0,YES,-0.0265,-0.0065,1236.3584999999998
Los Angeles,2026-07-01,GT,78.0,F,74.7,0.1801,0.0035,0.0,YES,-0.0235,-0.0035,1084.9154999999998
